序号,题干
4617,如图，在Rt△ABC中，∠ABC=90°，AB=BC=√2，将△ABC绕点C逆时针旋转60°，得到△MNC，连接BM，则BM的长是_____。                               
4618,"已知圆C过点A（1,0），且圆心在x轴的正半轴上，直线l：y-x=-1被该圆所截得的弦长为2√2，则圆的标准方程为______."
4624,"写出一个经过点(2,4)的一次函数：_____"
4629,设集合A是由1，k²为元素构成的集合，则实数k的取值范围是________．
4630,比较大小：__img9013.jpg_______img9014.jpg．
4631,如图，在△ABC中，点D在AB上，且CD=CB，点E为BD的中点，点F为AC的中点，连结EF交CD于点M，连接AM．求证：EF=1/2AC．  __img9015.jpg
4633,在原命题“若A∪B≠B，则A∩B≠A”与它的逆命题、否命题、逆否命题这四个命题中，真命题的个数是_________.
4636,如图，__img9019.jpg，若∠A=50°，∠ACB=85°，则∠ECB=_____°．__img9020.jpg
4643,"1992年底世界人口达到54.8亿,若人口的年平均增长率为x%,2005年底世界人口为y亿,那么y与x的函数关系式为_____________."
4648,二进制由德国数理哲学大师莱布尼兹发现，是当前的计算机系统使用的计数方式，在人们的日常生活中起到了不可替代的作用.它只使用0，1两个数字符号，逢2进位，非常简单方便，易于用电子方式实现.例如，十进制中的1~10在二进制中的表示如下表所示： 十进制  1  2  3  4  5  6  7  8  9 10二进制  1 10 11 100 101 110 111100010011010根据表中的规律，十进制中的“12”在二进制中应表示为      。
4652,如果关于的方程x²+2x+c=0没有实数根，那么写出一个符合题意的c的值是    ．
4657,"如图,在△ABC中，AD是∠BAC的角平分线，AB=8，AC=6，则__img9045.jpg_____．__img9046.jpg"
4658,李阿姨要为家里添加餐具，分别买了型号不同的大小两种碗，共花了80元.已知小碗每只6元，大碗每只8元，问大小碗各买了几只？
4659,"平面直角坐标系中两点坐标为：A(2,4),B(0,-1)，点C在X轴，使得|CA-CB|的值最大，求点C的坐标．"
4663,已知：a²-a-3=0，求代数式a（3a-2）-b²-（a+b）（a-b）的值．
4664,某鱼塘放鱼苗20万尾，根据经验得知，鱼苗的成活率是96%，过一段时间后，准备打捞出售，第一网捞出35尾，称得平均每尾重2.6kg，第二网捞出40尾，称得平均每尾重2.4kg，第二网捞出25尾，称得平均每尾重2.8kg，请估计开始捕捞时鱼塘中鱼的总质量．
4666,已知平面α⊥平面β，下列命题：  ①平面α内的直线一定垂直于平面β内的任意直线；   ②平面α内的直线一定垂直于平面β内的无数条直线； ③平面α内的任一条直线必垂直于平面β；④过空间任意一点作平面α和平面β交线的垂线，则此垂线必垂直于平面β．其中正确的命题序号是______________． 
4669,（5分）先化简，再求值：4（3a²-ab³）-3（4a²-2ab³），其中a=-1，b=2
4674,20×20.1-1.9×201
4675,"关于x的不等式ax＜b的解集为x＞2，写出一组满足条件的有理数a,b的值：a=______，b=______．"
4676,李阿姨要为家里添加餐具，分别买了型号不同的大小两种碗，共花了80元.已知小碗每只6元，大碗每只8元，问大小碗各买了几只？
4681,直线x＝3和椭圆x2+9y2＝45交于M，N两点，则过M，N两点且与直线x－2y+11＝0相切的圆的方程         
4684,先化简再求值：（x-1）²-（x+2）（x-2）+（x-4）（x+5），其中x²-x-5=0.
4688,关于x的方程2x+1=3x+4kd的解为正数，则k的取值范围为_______________.
4689,某班有学生24人，现在要求从男生中选2名担任正、副班长，从女生中选1名担任文娱委员，请将安排方案的方法总数y表示为男生人数x的函数，并求这个函数的最大值及取得最大值时x的值.
4692,已知函数满足下列两个条件：①当x＞0时，y随x的增大而增大；②它的图象经过点（1，2），请写出一个符合上述条件的函数的表达式_______________．
4700,"已知点A（x-1,2-x）在坐标轴上，求点A的坐标."
4701,直线l：2x-y-1=0与圆x²+y²+2x=0的位置关系为_______.
4703,若__img9093.jpg，则代数式__img9094.jpg的值为_____；
4707,已知集合A={2，3}，B={1，2，a}，若A⊆B，则实数a=________．
4709,已知点P（1，2）关于x轴的对称点为P′，且P′在直线y=kx+3上，那么k=_____．
4711,对于代数式a²，当a=1时，a²=1；当a=2时，a²=4；当a=3时，a²=9；当a=4时，a²=16；当a=5时，a²=25.由此可猜测a²＞0.请判断以上猜测是否正确，并说明理由： _______________ 
4713,集合S={1，2，3，4，5，6}，A是S的一个子集，当x∈A时，若x﹣1∉A，x+1∉A，则称x为A的一个“孤立元素”，那么S中无“孤立元素”的4元子集的个数是______
4714,某校为了解该校500名毕业生的数学考试成绩，从中抽查了50名考生的数学成绩．在这次调查中，样本容量是______．
4715,已知一个正多边形的每个外角都等于72°，则这个正多边形的边数是_____.
4716,某商场把一个进价为x元的双肩背的书包按进价提高30%标价，然后再按9折（标价的90%）出售，这样商场每卖出一个书包就可以盈利20元.根据题意可列关于x的方程，得_______.
4717,已知函数f(1-x/1+x)＝x，求f(2)的值
4719,"在栽植农作物时，一个很重要的问题是“合理密植”。如下图，是栽植一种蔬菜时的两种方法，A、B、C、D四株连成一个菱形，且AB=BD；A',B',C',D'四株连成一个正方形。这两种图形的面积为四株作物所占的面积，两行作物间的距离为行距，一行中相邻两株作物间的距离为株距。设这两种蔬菜充分生长后，每株在地面上的影子近似成一圆面（相邻两圆如图所示相切），其中阴影部分的面积表示生长后空隙地的面积。在株距都为a，其他客观因素也相同的条件下，请从栽植的行距、蔬菜所占的面积、充分生长后空隙地的面积三个方面比较两种栽植方法，哪种方法更能充分地利用土地？__img9105.jpeg"
4721,"在平面直角坐标系中，点O为坐标原点，点A坐标为（3,0），点B在正比例函数y=3x的图象上，若△OAB的面积为3时，求B点的坐标."
4723,如果汽车向东行驶30千米记作+30千米，那么-50千米表示_____千米
4725,如图，AB⊥BC，CD⊥BC，垂足分别为B、C，AB=BC，E为BC的中点．且AE⊥BD于F，若CD=4cm，则AB的长度为_____cm．__img9109.jpg
4728,某小组有8名男生，6名女生，从中任选男生、女生各一人去参加座谈会，则不同的选法种数有( )A 48种  B ．24种  C 14 种  D ．12种
4729,如图在Rt△ABC中，∠BAC=90º，∠B=40º，∠BCD=40º，求证：△ACD为直角三角形.__img9113.jpg
4732,"在同一时刻，身高1.6m的小强的影长是1.2m,旗杆的影长是15m,则旗杆高为____m."
4733,"设函数y=f(x)的图象在[a,b]上连续，若满足_______，方程f(x)=0在[a,b]上有实根．"
4735,当__img9119.jpg时，化简：__img9120.jpg.
4740,"在平面直角坐标系中，点A(3,5)，点B(-1，2)，则线段AB的长为_____"
4741,写出一个经过第一、三、四象限的一次函数：_____
4744,地图上1厘米代表5千米，房山区政府与天安门两地在地图上相距6.8厘米，则房山区政府与天安门两地实际相距_____千米
4750,在直角三角形ABC中，∠C=90°，直角边a，b是方程x²-4x+2=0的两个根，求直角三角形外接圆的半径。
4751,请写出一个解为-5的一元一次方程，这个方程可以是 ___________．
4753,抛物线y=-x²+2x与x轴围成的封闭区域为M，向M内随机投掷一点p（x，y），则y＞x的概率为__________．
4758,电子跳蚤落在数轴上的某点K0，第一步从K0向左跳1个单位到K1，第二步由K1向右跳2个单位到K2，第三步由K2向左跳3个单位到K3，第四步由K3向右跳4个单位到K4，…，按以上规律跳了100步时，电子跳蚤落在数轴上的点K100所表示的数恰是30，则电子跳蚤的初始位置K0点所表示的数为      。
4759,"完全相同的3个小球上面分别标有数-2，-1,1，将其放入一个不透明的盒子中后摇匀，再从中随机摸球两次（第一次摸出球后放回摇匀），两次摸到的球上数之和是负数的概率_______"
4760,20×20.1-1.9×201
4763,2x+4y=______×______
4765,李阿姨家的营养早餐配方：200ml牛奶，50g面包，40g坚果，20g牛肉.某日早餐，她准备了200g面包，按照营养早餐配方，她需要准备      g牛肉
4767,"某旅游景区收费标准为每人120元,五一期间，提供两种门票收费优惠方案,优惠方案一是：35人（含35人）以内的按标准收费,超过35人,超出部分按9折收费；优惠方案二是：45人（含45人）以内的按标准收费,超过45人,超出部分按8折收费.如果你是团队负责人,你选哪种优惠方案更实惠?"
4769,因式分解：x²-5x+6
4770,cos²22.5°-sin²22.5°=______．
4771,地图上1厘米代表5千米，房山区政府与天安门两地在地图上相距6.8厘米，则房山区政府与天安门两地实际相距_____千米
4772,在同一直角坐标系中，分别画出函数__img9151.jpg与__img9152.jpg的图象.观察图象，当x取什么值时，x比__img9153.jpg大？
4773,在弹性限度内，弹簧伸长的长度与所挂物体的质量之间存在一次函数关系，某弹簧不挂物体时长15cm，当所挂物体质量为3kg时，弹簧长16.8cm．写出弹簧长度y（cm）与所挂物体质量x（kg）之间的函数表达式:_____．
4776,过直线x+3y-9=0与3x-2y+6=0的交点，圆心为点C（-1，1）的圆的方程_______.
4778,有一列有序数对：（1，2），（4，5），（9，10），（16，17），…，按此规律，第5对有序数对为_____________；如果在平面直角坐标系xOy中，以这些有序数对为坐标的点都在同一条直线上，那么这条直线的表达式为：_______．
4786,试说明99³-99能被100整除
4787,质检部门对甲、乙两工厂生产的同样产品抽样调查，计算出甲厂的样本方差为0.97，乙厂的样本方差为1.01，那么，由此可以推断出生产此类产品，质量比较稳定的是______厂（填写“甲”或者“乙”），这里体现的是用样本方差估计总体方差的思想，试概括样本方差和总体方差的联系与区别．
4795,"在△ABC中,  AB=AC，∠A=100°.BD平分∠ABC。求证：AD+BD=BC．__img9176.jpg"
4799,分解因式：ab³-4ab=_______________．
4800,"在平面直角坐标系xoy中，将点（-2,3）绕原点O旋转180°，所得到的对应点的坐标为_______________．"
4801,写出一元二次方程3x+2y=4=0的任意2个解：_______________.
4802,4x³y-6x²y=______
4804,如图，四边形ABDE为直角梯形，∠B=∠D=90°。请用两种方法表示出四边形ABDE的面积，并写出你的发现。__img9182.jpg
4805,已知：在△ABC中，AB＝c，BC＝a，AC＝b，且a2＋b2＝c2.求证：∠C＝90°.（提示：利用三角形全等知识证明）
4812,一个不透明的盒子中装有3个白球，5个红球，这些球除颜色外，没有任何其他区别，现从这个盒子中随机摸出一个球，摸到红球的可能性是_____．
4814,如图①，E、F分别为线段AC上的两个动点，且DE⊥AC于E，BF⊥AC于F，若AB=CD，AF=CE，BD交AC于点M．求证：MB=MD，ME=MF；__img9195.jpg
